EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1107655,WASHINGTON CO.,ELBA,06/21/2023,1528,Tornado, ,EF2,0,0,15000,0,CO,MST-7, ,181814,C,121,BOU,0,0,Storm Chaser, ,1.85,400,7,N,8,NNW,ELBA,06/21/2023,1535,40.0216,-103.202,40.0267,-103.2364,"A large tornado with estimated peak winds to 118 mph, snapped power poles as it crossed Highway 63.","Long duration severe weather event across the northeast plains, and most of the Denver metropolitan area beginning during the early afternoon hours.   Scores of  tornadoes occurred across Washington and Logan counties.  Several rounds of hail across the Denver metro, with ping pong ball sized hail in downtown, larger hail up to 2 inches in diameter at concert in Red Rocks Amphitheatre.  In all, seven patrons were hospitalized,  with 83 treated on scene.   A substantial number of attendees suffered welts, bruises and broken fingers trying to protect themselves.  Several suffered concussions as well.  A total of 33 tornadoes touched down in Washington County, with 3 reported in Logan County.  There were reports of at least one home damaged west of Sterling and one commercial building collapse in Sterling. The home was damaged by one of the tornadoes.||Significant flooding and flash flooding also occurred in portions of the plains, including Elbert, Arapahoe, Adams, Logan, Washington and Morgan counties. There were likely several rural roads that flooded due to the heavy rainfall.  There was a flood fatality just south of I-70 along Watkins Rd.  First responders found two stranded cars swept into a field, but its occupants had either gotten out or had been rescued. The third vehicle ended up west of Watkins and 6th Ave. in what is normally a dry creek bed. South Metro���s water rescue team was then called out to do a water rescue but that operation turned into a recovery by the following morning.  Due to flooding, Watkins Road was closed between Interstate 70 and Jewell Ave.  Interstate 70 was also closed for several hours until water could recede from flooded underpasses. Minor flooding also occurred in portions of the Denver and the surrounding metro area.  Baseball size hail was observed in Washington County.  In Clear Creek County, a thunderstorm wind gusts to 68 mph was recorded.",144
1107644,WASHINGTON CO.,ELBA,06/21/2023,1528,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,181814,C,121,BOU,0,0,Storm Chaser, ,0.24,50,7,N,7,N,ELBA,06/21/2023,1529,40.02,-103.1971,40.0211,-103.2015,"A tornado briefly touched down in open country. No damage was observed.","Long duration severe weather event across the northeast plains, and most of the Denver metropolitan area beginning during the early afternoon hours.   Scores of  tornadoes occurred across Washington and Logan counties.  Several rounds of hail across the Denver metro, with ping pong ball sized hail in downtown, larger hail up to 2 inches in diameter at concert in Red Rocks Amphitheatre.  In all, seven patrons were hospitalized,  with 83 treated on scene.   A substantial number of attendees suffered welts, bruises and broken fingers trying to protect themselves.  Several suffered concussions as well.  A total of 33 tornadoes touched down in Washington County, with 3 reported in Logan County.  There were reports of at least one home damaged west of Sterling and one commercial building collapse in Sterling. The home was damaged by one of the tornadoes.||Significant flooding and flash flooding also occurred in portions of the plains, including Elbert, Arapahoe, Adams, Logan, Washington and Morgan counties. There were likely several rural roads that flooded due to the heavy rainfall.  There was a flood fatality just south of I-70 along Watkins Rd.  First responders found two stranded cars swept into a field, but its occupants had either gotten out or had been rescued. The third vehicle ended up west of Watkins and 6th Ave. in what is normally a dry creek bed. South Metro���s water rescue team was then called out to do a water rescue but that operation turned into a recovery by the following morning.  Due to flooding, Watkins Road was closed between Interstate 70 and Jewell Ave.  Interstate 70 was also closed for several hours until water could recede from flooded underpasses. Minor flooding also occurred in portions of the Denver and the surrounding metro area.  Baseball size hail was observed in Washington County.  In Clear Creek County, a thunderstorm wind gusts to 68 mph was recorded.",145
1107666,WASHINGTON CO.,ELBA,06/21/2023,1529,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,181814,C,121,BOU,0,0,Storm Chaser, ,0.2,25,7,N,7,N,ELBA,06/21/2023,1530,40.02,-103.196,40.0209,-103.1995,"A second weaker satellite tornado, formed in close proximity to the EF2 tornado, briefly touched down in open country.  No damage was observed.","Long duration severe weather event across the northeast plains, and most of the Denver metropolitan area beginning during the early afternoon hours.   Scores of  tornadoes occurred across Washington and Logan counties.  Several rounds of hail across the Denver metro, with ping pong ball sized hail in downtown, larger hail up to 2 inches in diameter at concert in Red Rocks Amphitheatre.  In all, seven patrons were hospitalized,  with 83 treated on scene.   A substantial number of attendees suffered welts, bruises and broken fingers trying to protect themselves.  Several suffered concussions as well.  A total of 33 tornadoes touched down in Washington County, with 3 reported in Logan County.  There were reports of at least one home damaged west of Sterling and one commercial building collapse in Sterling. The home was damaged by one of the tornadoes.||Significant flooding and flash flooding also occurred in portions of the plains, including Elbert, Arapahoe, Adams, Logan, Washington and Morgan counties. There were likely several rural roads that flooded due to the heavy rainfall.  There was a flood fatality just south of I-70 along Watkins Rd.  First responders found two stranded cars swept into a field, but its occupants had either gotten out or had been rescued. The third vehicle ended up west of Watkins and 6th Ave. in what is normally a dry creek bed. South Metro���s water rescue team was then called out to do a water rescue but that operation turned into a recovery by the following morning.  Due to flooding, Watkins Road was closed between Interstate 70 and Jewell Ave.  Interstate 70 was also closed for several hours until water could recede from flooded underpasses. Minor flooding also occurred in portions of the Denver and the surrounding metro area.  Baseball size hail was observed in Washington County.  In Clear Creek County, a thunderstorm wind gusts to 68 mph was recorded.",146
1107678,WASHINGTON CO.,ELBA,06/21/2023,1531,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,181814,C,121,BOU,0,0,Trained Spotter, ,1.6,50,7,N,7,NNW,ELBA,06/21/2023,1534,40.0205,-103.1888,40.0241,-103.2186,"Another satellite tornado, formed in open country near the EF2 tornado, and eventually wrapped into it.  No damage was observed.","Long duration severe weather event across the northeast plains, and most of the Denver metropolitan area beginning during the early afternoon hours.   Scores of  tornadoes occurred across Washington and Logan counties.  Several rounds of hail across the Denver metro, with ping pong ball sized hail in downtown, larger hail up to 2 inches in diameter at concert in Red Rocks Amphitheatre.  In all, seven patrons were hospitalized,  with 83 treated on scene.   A substantial number of attendees suffered welts, bruises and broken fingers trying to protect themselves.  Several suffered concussions as well.  A total of 33 tornadoes touched down in Washington County, with 3 reported in Logan County.  There were reports of at least one home damaged west of Sterling and one commercial building collapse in Sterling. The home was damaged by one of the tornadoes.||Significant flooding and flash flooding also occurred in portions of the plains, including Elbert, Arapahoe, Adams, Logan, Washington and Morgan counties. There were likely several rural roads that flooded due to the heavy rainfall.  There was a flood fatality just south of I-70 along Watkins Rd.  First responders found two stranded cars swept into a field, but its occupants had either gotten out or had been rescued. The third vehicle ended up west of Watkins and 6th Ave. in what is normally a dry creek bed. South Metro���s water rescue team was then called out to do a water rescue but that operation turned into a recovery by the following morning.  Due to flooding, Watkins Road was closed between Interstate 70 and Jewell Ave.  Interstate 70 was also closed for several hours until water could recede from flooded underpasses. Minor flooding also occurred in portions of the Denver and the surrounding metro area.  Baseball size hail was observed in Washington County.  In Clear Creek County, a thunderstorm wind gusts to 68 mph was recorded.",147
1107686,WASHINGTON CO.,ELBA,06/21/2023,1536,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,181814,C,121,BOU,0,0,Storm Chaser, ,0.57,50,8,NNW,8,NNW,ELBA,06/21/2023,1537,40.0292,-103.2389,40.0279,-103.2283,"A tornado touched down briefly in open country.  No damage was observed.","Long duration severe weather event across the northeast plains, and most of the Denver metropolitan area beginning during the early afternoon hours.   Scores of  tornadoes occurred across Washington and Logan counties.  Several rounds of hail across the Denver metro, with ping pong ball sized hail in downtown, larger hail up to 2 inches in diameter at concert in Red Rocks Amphitheatre.  In all, seven patrons were hospitalized,  with 83 treated on scene.   A substantial number of attendees suffered welts, bruises and broken fingers trying to protect themselves.  Several suffered concussions as well.  A total of 33 tornadoes touched down in Washington County, with 3 reported in Logan County.  There were reports of at least one home damaged west of Sterling and one commercial building collapse in Sterling. The home was damaged by one of the tornadoes.||Significant flooding and flash flooding also occurred in portions of the plains, including Elbert, Arapahoe, Adams, Logan, Washington and Morgan counties. There were likely several rural roads that flooded due to the heavy rainfall.  There was a flood fatality just south of I-70 along Watkins Rd.  First responders found two stranded cars swept into a field, but its occupants had either gotten out or had been rescued. The third vehicle ended up west of Watkins and 6th Ave. in what is normally a dry creek bed. South Metro���s water rescue team was then called out to do a water rescue but that operation turned into a recovery by the following morning.  Due to flooding, Watkins Road was closed between Interstate 70 and Jewell Ave.  Interstate 70 was also closed for several hours until water could recede from flooded underpasses. Minor flooding also occurred in portions of the Denver and the surrounding metro area.  Baseball size hail was observed in Washington County.  In Clear Creek County, a thunderstorm wind gusts to 68 mph was recorded.",148
1107701,WASHINGTON CO.,ELBA,06/21/2023,1537,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,181814,C,121,BOU,0,0,Storm Chaser, ,1.03,200,8,NNW,8,NNW,ELBA,06/21/2023,1538,40.0328,-103.2387,40.0302,-103.2195,"A tornado touched down briefly in open country. No damage was observed.","Long duration severe weather event across the northeast plains, and most of the Denver metropolitan area beginning during the early afternoon hours.   Scores of  tornadoes occurred across Washington and Logan counties.  Several rounds of hail across the Denver metro, with ping pong ball sized hail in downtown, larger hail up to 2 inches in diameter at concert in Red Rocks Amphitheatre.  In all, seven patrons were hospitalized,  with 83 treated on scene.   A substantial number of attendees suffered welts, bruises and broken fingers trying to protect themselves.  Several suffered concussions as well.  A total of 33 tornadoes touched down in Washington County, with 3 reported in Logan County.  There were reports of at least one home damaged west of Sterling and one commercial building collapse in Sterling. The home was damaged by one of the tornadoes.||Significant flooding and flash flooding also occurred in portions of the plains, including Elbert, Arapahoe, Adams, Logan, Washington and Morgan counties. There were likely several rural roads that flooded due to the heavy rainfall.  There was a flood fatality just south of I-70 along Watkins Rd.  First responders found two stranded cars swept into a field, but its occupants had either gotten out or had been rescued. The third vehicle ended up west of Watkins and 6th Ave. in what is normally a dry creek bed. South Metro���s water rescue team was then called out to do a water rescue but that operation turned into a recovery by the following morning.  Due to flooding, Watkins Road was closed between Interstate 70 and Jewell Ave.  Interstate 70 was also closed for several hours until water could recede from flooded underpasses. Minor flooding also occurred in portions of the Denver and the surrounding metro area.  Baseball size hail was observed in Washington County.  In Clear Creek County, a thunderstorm wind gusts to 68 mph was recorded.",149
1107953,WASHINGTON CO.,ELBA,06/21/2023,1539,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,181814,C,121,BOU,0,0,Storm Chaser, ,0.47,25,8,NNW,8,NNW,ELBA,06/21/2023,1540,40.0329,-103.2183,40.0342,-103.227,"A tornado touched down briefly in open country. No damage was observed.","Long duration severe weather event across the northeast plains, and most of the Denver metropolitan area beginning during the early afternoon hours.   Scores of  tornadoes occurred across Washington and Logan counties.  Several rounds of hail across the Denver metro, with ping pong ball sized hail in downtown, larger hail up to 2 inches in diameter at concert in Red Rocks Amphitheatre.  In all, seven patrons were hospitalized,  with 83 treated on scene.   A substantial number of attendees suffered welts, bruises and broken fingers trying to protect themselves.  Several suffered concussions as well.  A total of 33 tornadoes touched down in Washington County, with 3 reported in Logan County.  There were reports of at least one home damaged west of Sterling and one commercial building collapse in Sterling. The home was damaged by one of the tornadoes.||Significant flooding and flash flooding also occurred in portions of the plains, including Elbert, Arapahoe, Adams, Logan, Washington and Morgan counties. There were likely several rural roads that flooded due to the heavy rainfall.  There was a flood fatality just south of I-70 along Watkins Rd.  First responders found two stranded cars swept into a field, but its occupants had either gotten out or had been rescued. The third vehicle ended up west of Watkins and 6th Ave. in what is normally a dry creek bed. South Metro���s water rescue team was then called out to do a water rescue but that operation turned into a recovery by the following morning.  Due to flooding, Watkins Road was closed between Interstate 70 and Jewell Ave.  Interstate 70 was also closed for several hours until water could recede from flooded underpasses. Minor flooding also occurred in portions of the Denver and the surrounding metro area.  Baseball size hail was observed in Washington County.  In Clear Creek County, a thunderstorm wind gusts to 68 mph was recorded.",150
1107954,WASHINGTON CO.,ELBA,06/21/2023,1540,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,181814,C,121,BOU,0,0,Storm Chaser, ,0.57,25,8,NNW,8,NNW,ELBA,06/21/2023,1541,40.0363,-103.2269,40.0348,-103.2163,"A tornado touched down briefly in open country. No damage was observed.","Long duration severe weather event across the northeast plains, and most of the Denver metropolitan area beginning during the early afternoon hours.   Scores of  tornadoes occurred across Washington and Logan counties.  Several rounds of hail across the Denver metro, with ping pong ball sized hail in downtown, larger hail up to 2 inches in diameter at concert in Red Rocks Amphitheatre.  In all, seven patrons were hospitalized,  with 83 treated on scene.   A substantial number of attendees suffered welts, bruises and broken fingers trying to protect themselves.  Several suffered concussions as well.  A total of 33 tornadoes touched down in Washington County, with 3 reported in Logan County.  There were reports of at least one home damaged west of Sterling and one commercial building collapse in Sterling. The home was damaged by one of the tornadoes.||Significant flooding and flash flooding also occurred in portions of the plains, including Elbert, Arapahoe, Adams, Logan, Washington and Morgan counties. There were likely several rural roads that flooded due to the heavy rainfall.  There was a flood fatality just south of I-70 along Watkins Rd.  First responders found two stranded cars swept into a field, but its occupants had either gotten out or had been rescued. The third vehicle ended up west of Watkins and 6th Ave. in what is normally a dry creek bed. South Metro���s water rescue team was then called out to do a water rescue but that operation turned into a recovery by the following morning.  Due to flooding, Watkins Road was closed between Interstate 70 and Jewell Ave.  Interstate 70 was also closed for several hours until water could recede from flooded underpasses. Minor flooding also occurred in portions of the Denver and the surrounding metro area.  Baseball size hail was observed in Washington County.  In Clear Creek County, a thunderstorm wind gusts to 68 mph was recorded.",151
1107956,WASHINGTON CO.,AKRON,06/21/2023,1542,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,181814,C,121,BOU,0,0,Storm Chaser, ,0.28,25,8,S,8,S,AKRON,06/21/2023,1543,40.0397,-103.2202,40.0388,-103.215,"A tornado touched down briefly in open country. No damage was observed.","Long duration severe weather event across the northeast plains, and most of the Denver metropolitan area beginning during the early afternoon hours.   Scores of  tornadoes occurred across Washington and Logan counties.  Several rounds of hail across the Denver metro, with ping pong ball sized hail in downtown, larger hail up to 2 inches in diameter at concert in Red Rocks Amphitheatre.  In all, seven patrons were hospitalized,  with 83 treated on scene.   A substantial number of attendees suffered welts, bruises and broken fingers trying to protect themselves.  Several suffered concussions as well.  A total of 33 tornadoes touched down in Washington County, with 3 reported in Logan County.  There were reports of at least one home damaged west of Sterling and one commercial building collapse in Sterling. The home was damaged by one of the tornadoes.||Significant flooding and flash flooding also occurred in portions of the plains, including Elbert, Arapahoe, Adams, Logan, Washington and Morgan counties. There were likely several rural roads that flooded due to the heavy rainfall.  There was a flood fatality just south of I-70 along Watkins Rd.  First responders found two stranded cars swept into a field, but its occupants had either gotten out or had been rescued. The third vehicle ended up west of Watkins and 6th Ave. in what is normally a dry creek bed. South Metro���s water rescue team was then called out to do a water rescue but that operation turned into a recovery by the following morning.  Due to flooding, Watkins Road was closed between Interstate 70 and Jewell Ave.  Interstate 70 was also closed for several hours until water could recede from flooded underpasses. Minor flooding also occurred in portions of the Denver and the surrounding metro area.  Baseball size hail was observed in Washington County.  In Clear Creek County, a thunderstorm wind gusts to 68 mph was recorded.",152
1107961,WASHINGTON CO.,AKRON,06/21/2023,1543,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,181814,C,121,BOU,0,0,Storm Chaser, ,0.28,25,8,S,8,S,AKRON,06/21/2023,1545,40.0397,-103.2202,40.0388,-103.215,"A tornado touched down briefly in open country. No damage was observed.","Long duration severe weather event across the northeast plains, and most of the Denver metropolitan area beginning during the early afternoon hours.   Scores of  tornadoes occurred across Washington and Logan counties.  Several rounds of hail across the Denver metro, with ping pong ball sized hail in downtown, larger hail up to 2 inches in diameter at concert in Red Rocks Amphitheatre.  In all, seven patrons were hospitalized,  with 83 treated on scene.   A substantial number of attendees suffered welts, bruises and broken fingers trying to protect themselves.  Several suffered concussions as well.  A total of 33 tornadoes touched down in Washington County, with 3 reported in Logan County.  There were reports of at least one home damaged west of Sterling and one commercial building collapse in Sterling. The home was damaged by one of the tornadoes.||Significant flooding and flash flooding also occurred in portions of the plains, including Elbert, Arapahoe, Adams, Logan, Washington and Morgan counties. There were likely several rural roads that flooded due to the heavy rainfall.  There was a flood fatality just south of I-70 along Watkins Rd.  First responders found two stranded cars swept into a field, but its occupants had either gotten out or had been rescued. The third vehicle ended up west of Watkins and 6th Ave. in what is normally a dry creek bed. South Metro���s water rescue team was then called out to do a water rescue but that operation turned into a recovery by the following morning.  Due to flooding, Watkins Road was closed between Interstate 70 and Jewell Ave.  Interstate 70 was also closed for several hours until water could recede from flooded underpasses. Minor flooding also occurred in portions of the Denver and the surrounding metro area.  Baseball size hail was observed in Washington County.  In Clear Creek County, a thunderstorm wind gusts to 68 mph was recorded.",153
1107958,WASHINGTON CO.,AKRON,06/21/2023,1543,Tornado, ,EF1,0,0,0,0,CO,MST-7, ,181814,C,121,BOU,0,0,Storm Chaser, ,0.95,200,8,SSW,8,S,AKRON,06/21/2023,1545,40.0422,-103.2456,40.0408,-103.2277,"A larger tornado touched down briefly in open country. No damage was observed.","Long duration severe weather event across the northeast plains, and most of the Denver metropolitan area beginning during the early afternoon hours.   Scores of  tornadoes occurred across Washington and Logan counties.  Several rounds of hail across the Denver metro, with ping pong ball sized hail in downtown, larger hail up to 2 inches in diameter at concert in Red Rocks Amphitheatre.  In all, seven patrons were hospitalized,  with 83 treated on scene.   A substantial number of attendees suffered welts, bruises and broken fingers trying to protect themselves.  Several suffered concussions as well.  A total of 33 tornadoes touched down in Washington County, with 3 reported in Logan County.  There were reports of at least one home damaged west of Sterling and one commercial building collapse in Sterling. The home was damaged by one of the tornadoes.||Significant flooding and flash flooding also occurred in portions of the plains, including Elbert, Arapahoe, Adams, Logan, Washington and Morgan counties. There were likely several rural roads that flooded due to the heavy rainfall.  There was a flood fatality just south of I-70 along Watkins Rd.  First responders found two stranded cars swept into a field, but its occupants had either gotten out or had been rescued. The third vehicle ended up west of Watkins and 6th Ave. in what is normally a dry creek bed. South Metro���s water rescue team was then called out to do a water rescue but that operation turned into a recovery by the following morning.  Due to flooding, Watkins Road was closed between Interstate 70 and Jewell Ave.  Interstate 70 was also closed for several hours until water could recede from flooded underpasses. Minor flooding also occurred in portions of the Denver and the surrounding metro area.  Baseball size hail was observed in Washington County.  In Clear Creek County, a thunderstorm wind gusts to 68 mph was recorded.",154
1107962,WASHINGTON CO.,AKRON,06/21/2023,1545,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,181814,C,121,BOU,0,0,Storm Chaser, ,0.76,25,8,SSW,8,S,AKRON,06/21/2023,1546,40.047,-103.24,40.0461,-103.2257,"A tornado touched down briefly in open country. No damage was observed.","Long duration severe weather event across the northeast plains, and most of the Denver metropolitan area beginning during the early afternoon hours.   Scores of  tornadoes occurred across Washington and Logan counties.  Several rounds of hail across the Denver metro, with ping pong ball sized hail in downtown, larger hail up to 2 inches in diameter at concert in Red Rocks Amphitheatre.  In all, seven patrons were hospitalized,  with 83 treated on scene.   A substantial number of attendees suffered welts, bruises and broken fingers trying to protect themselves.  Several suffered concussions as well.  A total of 33 tornadoes touched down in Washington County, with 3 reported in Logan County.  There were reports of at least one home damaged west of Sterling and one commercial building collapse in Sterling. The home was damaged by one of the tornadoes.||Significant flooding and flash flooding also occurred in portions of the plains, including Elbert, Arapahoe, Adams, Logan, Washington and Morgan counties. There were likely several rural roads that flooded due to the heavy rainfall.  There was a flood fatality just south of I-70 along Watkins Rd.  First responders found two stranded cars swept into a field, but its occupants had either gotten out or had been rescued. The third vehicle ended up west of Watkins and 6th Ave. in what is normally a dry creek bed. South Metro���s water rescue team was then called out to do a water rescue but that operation turned into a recovery by the following morning.  Due to flooding, Watkins Road was closed between Interstate 70 and Jewell Ave.  Interstate 70 was also closed for several hours until water could recede from flooded underpasses. Minor flooding also occurred in portions of the Denver and the surrounding metro area.  Baseball size hail was observed in Washington County.  In Clear Creek County, a thunderstorm wind gusts to 68 mph was recorded.",155
1107981,WASHINGTON CO.,AKRON,06/21/2023,1545,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,181814,C,121,BOU,0,0,Storm Chaser, ,0.36,50,8,S,8,S,AKRON,06/21/2023,1546,40.047,-103.2249,40.0463,-103.2181,"A tornado touched down briefly in open country. No damage was observed.","Long duration severe weather event across the northeast plains, and most of the Denver metropolitan area beginning during the early afternoon hours.   Scores of  tornadoes occurred across Washington and Logan counties.  Several rounds of hail across the Denver metro, with ping pong ball sized hail in downtown, larger hail up to 2 inches in diameter at concert in Red Rocks Amphitheatre.  In all, seven patrons were hospitalized,  with 83 treated on scene.   A substantial number of attendees suffered welts, bruises and broken fingers trying to protect themselves.  Several suffered concussions as well.  A total of 33 tornadoes touched down in Washington County, with 3 reported in Logan County.  There were reports of at least one home damaged west of Sterling and one commercial building collapse in Sterling. The home was damaged by one of the tornadoes.||Significant flooding and flash flooding also occurred in portions of the plains, including Elbert, Arapahoe, Adams, Logan, Washington and Morgan counties. There were likely several rural roads that flooded due to the heavy rainfall.  There was a flood fatality just south of I-70 along Watkins Rd.  First responders found two stranded cars swept into a field, but its occupants had either gotten out or had been rescued. The third vehicle ended up west of Watkins and 6th Ave. in what is normally a dry creek bed. South Metro���s water rescue team was then called out to do a water rescue but that operation turned into a recovery by the following morning.  Due to flooding, Watkins Road was closed between Interstate 70 and Jewell Ave.  Interstate 70 was also closed for several hours until water could recede from flooded underpasses. Minor flooding also occurred in portions of the Denver and the surrounding metro area.  Baseball size hail was observed in Washington County.  In Clear Creek County, a thunderstorm wind gusts to 68 mph was recorded.",156
1108016,WASHINGTON CO.,AKRON,06/21/2023,1546,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,181814,C,121,BOU,0,0,Storm Chaser, ,0.91,25,8,S,8,SSW,AKRON,06/21/2023,1547,40.0484,-103.2352,40.0501,-103.2522,"A tornado touched down briefly in open country. No damage was observed.","Long duration severe weather event across the northeast plains, and most of the Denver metropolitan area beginning during the early afternoon hours.   Scores of  tornadoes occurred across Washington and Logan counties.  Several rounds of hail across the Denver metro, with ping pong ball sized hail in downtown, larger hail up to 2 inches in diameter at concert in Red Rocks Amphitheatre.  In all, seven patrons were hospitalized,  with 83 treated on scene.   A substantial number of attendees suffered welts, bruises and broken fingers trying to protect themselves.  Several suffered concussions as well.  A total of 33 tornadoes touched down in Washington County, with 3 reported in Logan County.  There were reports of at least one home damaged west of Sterling and one commercial building collapse in Sterling. The home was damaged by one of the tornadoes.||Significant flooding and flash flooding also occurred in portions of the plains, including Elbert, Arapahoe, Adams, Logan, Washington and Morgan counties. There were likely several rural roads that flooded due to the heavy rainfall.  There was a flood fatality just south of I-70 along Watkins Rd.  First responders found two stranded cars swept into a field, but its occupants had either gotten out or had been rescued. The third vehicle ended up west of Watkins and 6th Ave. in what is normally a dry creek bed. South Metro���s water rescue team was then called out to do a water rescue but that operation turned into a recovery by the following morning.  Due to flooding, Watkins Road was closed between Interstate 70 and Jewell Ave.  Interstate 70 was also closed for several hours until water could recede from flooded underpasses. Minor flooding also occurred in portions of the Denver and the surrounding metro area.  Baseball size hail was observed in Washington County.  In Clear Creek County, a thunderstorm wind gusts to 68 mph was recorded.",157
1108017,WASHINGTON CO.,AKRON,06/21/2023,1547,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,181814,C,121,BOU,0,0,Storm Chaser, ,0.42,50,8,S,8,S,AKRON,06/21/2023,1548,40.05,-103.2369,40.0493,-103.229,"A tornado touched down briefly in open country. No damage was observed.","Long duration severe weather event across the northeast plains, and most of the Denver metropolitan area beginning during the early afternoon hours.   Scores of  tornadoes occurred across Washington and Logan counties.  Several rounds of hail across the Denver metro, with ping pong ball sized hail in downtown, larger hail up to 2 inches in diameter at concert in Red Rocks Amphitheatre.  In all, seven patrons were hospitalized,  with 83 treated on scene.   A substantial number of attendees suffered welts, bruises and broken fingers trying to protect themselves.  Several suffered concussions as well.  A total of 33 tornadoes touched down in Washington County, with 3 reported in Logan County.  There were reports of at least one home damaged west of Sterling and one commercial building collapse in Sterling. The home was damaged by one of the tornadoes.||Significant flooding and flash flooding also occurred in portions of the plains, including Elbert, Arapahoe, Adams, Logan, Washington and Morgan counties. There were likely several rural roads that flooded due to the heavy rainfall.  There was a flood fatality just south of I-70 along Watkins Rd.  First responders found two stranded cars swept into a field, but its occupants had either gotten out or had been rescued. The third vehicle ended up west of Watkins and 6th Ave. in what is normally a dry creek bed. South Metro���s water rescue team was then called out to do a water rescue but that operation turned into a recovery by the following morning.  Due to flooding, Watkins Road was closed between Interstate 70 and Jewell Ave.  Interstate 70 was also closed for several hours until water could recede from flooded underpasses. Minor flooding also occurred in portions of the Denver and the surrounding metro area.  Baseball size hail was observed in Washington County.  In Clear Creek County, a thunderstorm wind gusts to 68 mph was recorded.",158
1108018,WASHINGTON CO.,AKRON,06/21/2023,1548,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,181814,C,121,BOU,0,0,Storm Chaser, ,0.54,100,8,S,8,SSW,AKRON,06/21/2023,1549,40.0531,-103.2361,40.0543,-103.2461,"A tornado touched down briefly in open country. No damage was observed.","Long duration severe weather event across the northeast plains, and most of the Denver metropolitan area beginning during the early afternoon hours.   Scores of  tornadoes occurred across Washington and Logan counties.  Several rounds of hail across the Denver metro, with ping pong ball sized hail in downtown, larger hail up to 2 inches in diameter at concert in Red Rocks Amphitheatre.  In all, seven patrons were hospitalized,  with 83 treated on scene.   A substantial number of attendees suffered welts, bruises and broken fingers trying to protect themselves.  Several suffered concussions as well.  A total of 33 tornadoes touched down in Washington County, with 3 reported in Logan County.  There were reports of at least one home damaged west of Sterling and one commercial building collapse in Sterling. The home was damaged by one of the tornadoes.||Significant flooding and flash flooding also occurred in portions of the plains, including Elbert, Arapahoe, Adams, Logan, Washington and Morgan counties. There were likely several rural roads that flooded due to the heavy rainfall.  There was a flood fatality just south of I-70 along Watkins Rd.  First responders found two stranded cars swept into a field, but its occupants had either gotten out or had been rescued. The third vehicle ended up west of Watkins and 6th Ave. in what is normally a dry creek bed. South Metro���s water rescue team was then called out to do a water rescue but that operation turned into a recovery by the following morning.  Due to flooding, Watkins Road was closed between Interstate 70 and Jewell Ave.  Interstate 70 was also closed for several hours until water could recede from flooded underpasses. Minor flooding also occurred in portions of the Denver and the surrounding metro area.  Baseball size hail was observed in Washington County.  In Clear Creek County, a thunderstorm wind gusts to 68 mph was recorded.",159
